ss,bill_sa,mass,wing,billd,billw,billl,tarsus,time,obs,island
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.167834501,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.167834501,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,2.068735402,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.568234902,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.401401401,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.501501502,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,2.002002002,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,2.102102102,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,0.734067401,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.534868202,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.801801802,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,2.035368702,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.434768101,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.234567901,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.234567901,163,CZ
174,74,19.8,60.56,5.82,4.88,8.8,18.83,1.301301301,163,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.369035702,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.201201201,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.702702703,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.669336003,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.502502503,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.069736403,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.203203203,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.837170504,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.801801802,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,6.606606607,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.003003003,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.302302302,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.902902903,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,5.005005005,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.636970304,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.301301301,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.935268602,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.536870204,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.569235903,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.768435102,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.802802803,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,5.705705706,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.302302302,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.669336003,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.369035702,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.003003003,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.069736403,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.669336003,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.601601602,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,4.404404404,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.703703704,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.068735402,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.402402402,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.737070404,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.703703704,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.801801802,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.201201201,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.035368702,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.536870204,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.801801802,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.002002002,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.868535202,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.402402402,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.535869203,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.469135802,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.735068402,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.769436103,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.601601602,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.436770103,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,4.838171505,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.802802803,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,5.905905906,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.937270604,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.501501502,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.768435102,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.569235903,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,3.103103103,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,2.936269603,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.368034701,60,CZ
175,90.4,21.6,60.59,6.67,5.68,9.32,19.58,1.868535202,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.836169503,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,3.236569903,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,3.536870204,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.535869203,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.002002002,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.135468802,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.468134801,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.634968302,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.067734401,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,0.834167501,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.669336003,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.701701702,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.301301301,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.068735402,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.702702703,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.369035702,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.735068402,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.902902903,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.801801802,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,3.103103103,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,4.371037704,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,4.404404404,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.968635302,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.569235903,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.768435102,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.535869203,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.869536203,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.534868202,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.469135802,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.168835502,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,3.803803804,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,3.903903904,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,3.203203203,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,3.336670003,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.868535202,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.735068402,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.168835502,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.635969303,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.768435102,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.134467801,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.235568902,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.968635302,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.835168502,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.102102102,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.601601602,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.202202202,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.868535202,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.602602603,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.435769102,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.534868202,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.469135802,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.935268602,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.135468802,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,2.002002002,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.935268602,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.434768101,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,3.236569903,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,5.905905906,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,1.968635302,60,CZ
176,79.5,20.5,64.19,5.67,4.67,9.79,19,3.403403403,60,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.735068402,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.002002002,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,4.104104104,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.168835502,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.735068402,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.801801802,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,9.075742409,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.569235903,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.968635302,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.234567901,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.768435102,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.535869203,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.770437104,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,4.771438105,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,8.541875209,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.535869203,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,7.307307307,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.103103103,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.535869203,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,4.671338005,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.135468802,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.169836503,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,5.672339006,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,5.405405405,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.436770103,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,5.071738405,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,6.906906907,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,4.270937604,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.801801802,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.234567901,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,0.667334001,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.001001001,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.601601602,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.036369703,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.802802803,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.602602603,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.836169503,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.470136803,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.737070404,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.836169503,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.801801802,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.802802803,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.768435102,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.937270604,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.668335002,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,4.938271605,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.702702703,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.302302302,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.103103103,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.802802803,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.234567901,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,4.938271605,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,1.868535202,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.002002002,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.703703704,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.769436103,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,3.670337004,58,CZ
179,76,19.4,60.96,6.09,4.97,8.75,18.72,2.469135802,58,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.634968302,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,3.536870204,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,3.203203203,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.035368702,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,3.670337004,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.134467801,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.068735402,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.836169503,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.802802803,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.368034701,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,0.967634301,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.002002002,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.836169503,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.002002002,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.968635302,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.468134801,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.635969303,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,3.203203203,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.569235903,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,3.203203203,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,3.103103103,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.635969303,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.668335002,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.535869203,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.501501502,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.235568902,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.135468802,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.601601602,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.801801802,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.736069403,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.068735402,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.701701702,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.202202202,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.534868202,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.468134801,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,4.037370704,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.601601602,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.768435102,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.468134801,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.568234902,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.669336003,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.701701702,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.602602603,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.702702703,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.334668001,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.668335002,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.869536203,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.801801802,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.034367701,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.535869203,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.368034701,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,2.268935602,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.101101101,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.401401401,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.434768101,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.801801802,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.935268602,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.301301301,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.501501502,60,CZ
180,81.2,21.6,57.76,6.13,5.07,9.23,19.29,1.101101101,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.267934601,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.434768101,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.134467801,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.902902903,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.568234902,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.869536203,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.868535202,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,0.500500501,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.634968302,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.501501502,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.668335002,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.135468802,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.268935602,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.501501502,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.835168502,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.568234902,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.034367701,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.401401401,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.768435102,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.901901902,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.835168502,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.835168502,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.601601602,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.901901902,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.801801802,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.801801802,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.201201201,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.801801802,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.601601602,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.167834501,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.534868202,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.202202202,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,0.734067401,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.568234902,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.134467801,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.134467801,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.301301301,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.401401401,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.302302302,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.634968302,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.835168502,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.268935602,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.402402402,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.368034701,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.067734401,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.235568902,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.502502503,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.168835502,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.534868202,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.201201201,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.568234902,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.201201201,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.568234902,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.167834501,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.868535202,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.035368702,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.868535202,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,2.402402402,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,1.534868202,60,CZ
181,75.8,18.8,61.24,5.96,5.01,8.8,19.36,0.934267601,60,CZ
182,88.5,20.5,63.2,6.56,5.3,9.5,19.48,1.935268602,8,CZ
182,88.5,20.5,63.2,6.56,5.3,9.5,19.48,1.101101101,8,CZ
182,88.5,20.5,63.2,6.56,5.3,9.5,19.48,1.267934601,8,CZ
182,88.5,20.5,63.2,6.56,5.3,9.5,19.48,3.303303303,8,CZ
182,88.5,20.5,63.2,6.56,5.3,9.5,19.48,1.234567901,8,CZ
182,88.5,20.5,63.2,6.56,5.3,9.5,19.48,3.269936603,8,CZ
182,88.5,20.5,63.2,6.56,5.3,9.5,19.48,2.635969303,8,CZ
182,88.5,20.5,63.2,6.56,5.3,9.5,19.48,3.136469803,8,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,1.735068402,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,1.468134801,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,1.234567901,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,5.872539206,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,1.101101101,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,0.900900901,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,2.102102102,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,3.603603604,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,2.268935602,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,1.835168502,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,2.435769102,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,2.102102102,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,2.435769102,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,1.601601602,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,1.368034701,60,CZ
187,81.6,21.2,62.57,6.23,5.53,8.83,19.62,1.835168502,60,CZ
